train_acc,train_loss,val_acc,val_loss
0.044652631578947374,4.2587523,0.055200000000000006,4.1403556
0.08320000000000001,3.8991592,0.1096,3.7467825
0.11928421052631578,3.67468,0.11520000000000001,3.6379077
0.16374736842105264,3.4267828,0.1812,3.3002234
0.20503157894736845,3.1859355,0.2248,3.1246178
0.24387368421052633,2.9657743,0.27040000000000003,2.849173
0.28037894736842106,2.7772481,0.29719999999999996,2.7191315
0.3118736842105263,2.6177266,0.3024,2.6632433
0.3381894736842105,2.4904304,0.3236,2.5285242
0.36425263157894733,2.375938,0.35559999999999997,2.4372654
0.38585263157894745,2.2756908,0.3748,2.289806
0.40235789473684214,2.1874678,0.3595999999999999,2.4714763
0.42063157894736847,2.11625,0.3936,2.2219346
0.438,2.032231,0.40880000000000005,2.1966891
0.4557263157894737,1.970411,0.396,2.2977786
0.4660842105263158,1.9207114,0.43199999999999994,2.054012
0.4789684210526316,1.8607962,0.46199999999999997,1.9736863
0.4927368421052632,1.8114448,0.4735999999999999,1.9027164
0.5044631578947368,1.761166,0.4244,2.1328115
0.5133263157894737,1.7248765,0.4852,1.8528829
0.5220210526315789,1.6947743,0.4756,1.8835635
0.5326315789473685,1.6490637,0.4684,1.9267789
0.5401894736842106,1.614763,0.5072,1.813153
0.5492631578947368,1.5822909,0.486,1.8645751
0.5568842105263158,1.5515972,0.5068,1.7684588
0.5651368421052632,1.5256529,0.522,1.7306018
0.5706736842105264,1.4946914,0.5044,1.7441516
0.5787157894736842,1.466153,0.514,1.752236
0.584421052631579,1.4395819,0.5256,1.7282996
0.5918947368421053,1.4131162,0.5204,1.7793355
0.5988842105263158,1.3881546,0.5244000000000001,1.7008526
0.6039368421052632,1.3648982,0.5272000000000001,1.72037
0.6097263157894737,1.3442146,0.5348,1.6704953
0.6131578947368421,1.3206636,0.5344,1.6989684
0.6192631578947368,1.3012592,0.5292000000000001,1.7201744
0.627621052631579,1.2774901,0.5264,1.7250203
0.6296631578947369,1.2578263,0.5388000000000001,1.6727626
0.6339157894736842,1.2438065,0.5364,1.6804292
0.6365684210526316,1.2277688,0.5388,1.6992396
0.6427578947368421,1.2062521,0.5364,1.6828551
0.6509684210526315,1.1841202,0.5604,1.6459403
0.6534736842105263,1.1703374,0.5444,1.6840422
0.6561263157894738,1.1588755,0.5612,1.6331604
0.6642105263157895,1.1325657,0.5656,1.602163
0.6654526315789474,1.119272,0.5536,1.6657246
0.6706105263157895,1.1048456,0.5584,1.6852707
0.6746315789473684,1.0852028,0.5536000000000001,1.6957042
0.6792421052631579,1.0716641,0.5664,1.6552886
0.6808631578947367,1.0583342,0.562,1.6742873
0.6869684210526316,1.0378482,0.5631999999999999,1.6473187
0.6898105263157895,1.023809,0.5508,1.6934342
0.6948842105263157,1.0081869,0.5532,1.6846809
0.6943157894736841,1.0059496,0.5708,1.6190562
0.7046526315789473,0.9783888,0.5596,1.7041025
0.7061263157894736,0.9681337,0.5668,1.6849002
0.7068631578947369,0.96273154,0.562,1.6307759
0.71,0.95252854,0.5660000000000001,1.677977
0.7162526315789473,0.9308929,0.5696,1.6550455
0.7197684210526315,0.9178899,0.5768,1.6748188
0.7258526315789473,0.9032736,0.5760000000000001,1.6691829
0.7263578947368421,0.89363027,0.5735999999999999,1.6733916
0.7307789473684211,0.8804126,0.5676000000000001,1.654874
0.7313684210526316,0.8733535,0.5716,1.6771129
0.7343368421052631,0.85920537,0.5776,1.7076428
0.7400210526315789,0.84599996,0.5803999999999999,1.6552665
0.7425473684210527,0.8332198,0.5804,1.6680226
0.7451578947368422,0.8267677,0.5831999999999999,1.6748501
0.7484000000000001,0.8127657,0.58,1.674873
0.752842105263158,0.8020127,0.5816,1.6779785
0.7547999999999999,0.79143167,0.5832,1.6906142
0.7554315789473685,0.78761077,0.5808,1.6849746
0.7625473684210528,0.77538985,0.582,1.6823647
0.762757894736842,0.7691837,0.5771999999999999,1.717059
0.763978947368421,0.7575223,0.5848,1.6843687
0.7664842105263159,0.75601983,0.5836000000000001,1.6867993
0.7680631578947369,0.7483604,0.5868,1.6615218
0.7688210526315791,0.7386148,0.5864,1.6707193
0.7722736842105261,0.72836363,0.5872,1.6905625
0.7753684210526316,0.7214472,0.5888,1.6974744
0.7738526315789475,0.7196866,0.5867999999999999,1.7134233
0.7813894736842107,0.70519495,0.5928,1.697252
0.7800842105263158,0.70494014,0.5796000000000001,1.7109816
0.7829473684210527,0.700964,0.5904,1.6916313
0.7822105263157895,0.69677395,0.5876,1.6843133
0.7885263157894737,0.68206596,0.5943999999999999,1.7000195
0.7865894736842105,0.680746,0.5868,1.7085327
0.7886315789473685,0.68035156,0.5904,1.7139542
0.7888631578947368,0.67645025,0.5912000000000001,1.7208939
0.7937263157894736,0.6694166,0.5868,1.7148082
0.7930947368421053,0.6682715,0.5892000000000001,1.7177048
0.7897263157894737,0.6716747,0.5952000000000001,1.7078018
0.7950526315789473,0.6609674,0.5863999999999999,1.7251999
0.7940631578947367,0.6578009,0.5904,1.737453
0.7945473684210526,0.65513325,0.5951999999999998,1.7132062
0.7936631578947368,0.65717304,0.5932,1.7298329
0.796378947368421,0.6576226,0.5884,1.7113003
0.7958315789473686,0.65245813,0.5928,1.7158209
0.7961473684210527,0.6533355,0.59,1.717061
0.7968421052631579,0.6501614,0.5912,1.7252499
0.7981473684210526,0.6517314,0.5952,1.724309
